Nome,X,Y,Estado,Municipio
GuaraqueÁaba,"-48.7385461","-26.248344",,SFS
GuaraqueÁaba,"-48.7385461","-26.248344",,SFS
Ilha da Rita,"-48.7085","-26.2498983",,SFS
Ilha do Ara˙jo,"-48.6610868","-26.2700175",,SFS
Ilha do Gado I,"-48.778435","-26.2586419",,Jlle
Ilha do Gado II,"-48.7794354","-26.2597224",,Jlle
Ilha do Gado III,"-48.7759456","-26.2590095",,Jlle
Ilha do Gado IV,"-48.7798429","-26.2672378",,Jlle
Ilha do Grant,"-48.6749265","-26.6949109",,Barra Velha
Ilha do Mel I,"-48.7315041","-26.3139994",,Araquari
Ilha do Mel II,"-48.7370104","-26.3120197",,Araquari
Ilha do Mel III,"-48.729298","-26.3131252",,Araquari
Ilha dos Barcos I,"-48.722074","-26.3348061",,Araquari
Ilha dos Barcos II,"-48.7170727","-26.3329396",,Araquari
Ilha dos Espinheiros I,"-48.7859724","-26.2850042",,Jlle
Ilha dos Espinheiros II,"-48.7789497","-26.2915383",,Jlle
Ilha dos Espinheiros III,"-48.7731432","-26.2742009",,Jlle
Ilha dos Espinheiros IV,"-48.77989","-26.2763361",,Jlle
Ilha dos Papagaios I,"-48.7125933","-26.3299982",,Araquari
Ilha dos Papagaios II,"-48.7075644","-26.3331036",,Araquari
Iperoba II,"-48.5886502","-26.2140119",,SFS
Ipiranga,"-48.7520201","-26.2980863",,Araquari
IririuguaÁu,"-48.7908035","-26.2350147",,Jlle
Itacoara,"-48.8615386","-26.4029417",,Jlle
Itamundi I,"-48.5477883","-26.1993054",,SFS
Itamundi II,"-48.5437881","-26.1916204",,SFS
Itapoa I,"-48.6024581","-26.0716057",,Itapo·
Itapoa II,"-48.6073578","-26.0665338",,Itapo·
Jaguaruna I,"-48.6141807","-26.1822375",,Itapo·
Jaguaruna II,"-48.6163089","-26.1818576",,Itapo·
Jaguaruna III,"-48.6177977","-26.1809527",,Itapo·
Jaguaruna V,"-48.6272855","-26.1574643",,Itapo·
Lagoa do Acarai I,"-48.5466612","-26.2896482",,SFS
Lagoa do Acarai II,"-48.5466942","-26.2899827",,SFS
Lagoa do Acarai S10,"-48.5394425","-26.2787675",,SFS
Lagoa do Acarai S12,"-48.5422711","-26.283247",,SFS
Lagoa do Acarai S13,"-48.5422703","-26.2847089",,SFS
Lagoa do Acarai V,"-48.540955","-26.2810946",,SFS
Lagoa do Acarai VI,"-48.5386661","-26.2870927",,SFS
Lagoa do Saguac˙,"-48.7939381","-26.3047752",,Jlle
Lagoa do Saguac˙,"-48.7939535","-26.3050191",,Jlle
Laranjeiras I,"-48.6866131","-26.3058183",,SFS
Laranjeiras II,"-48.6857052","-26.3056502",,SFS
Laranjeiras III,"-48.6811822","-26.2929241",,SFS
Linguado I,"-48.6643716","-26.3637763",,SFS
Linguado II,"-48.6623523","-26.3625611",,SFS
Mina Velha I,"-48.7220053","-26.0111955",,Garuva
Mina Velha II,"-48.7221123","-26.018589",,Garuva
Monte de Trigo,"-48.5892345","-26.2138141",,SFS
Morretinha,"-48.659623","-26.3573092",,SFS
Morro Amaral I,"-48.7739808","-26.3058296",,Jlle
Morro Amaral II,"-48.7540797","-26.3107087",,Jlle
Morro Amaral III,"-48.7748528","-26.296872",,Jlle
Morro Amaral IV,"-48.7704453","-26.2985364",,Jlle
Morro do Ouro,"-48.827155","-26.3143711",,Jlle
OC-01,"-48.8318363","-26.3919979",,Jlle
OC-02,"-48.8253361","-26.392874",,Jlle
OC-03,"-48.813938","-26.3952003",,Jlle
OC-06,"-48.7686322","-26.3867932",,Jlle
Palmital,"-48.808655","-26.0606516",,Garuva
Paranaguamirim I,"-48.744772","-26.3595061",,Jlle
Paranagu·mirim II,"-48.7375669","-26.3513781",,Jlle
Paum,"-48.6470293","-26.2567829",,SFS
Pereque da Praia Grande,"-48.6065285","-26.4030615",,SFS
Pernambuco,"-48.6680277","-26.3812629",,Barra do Sul
PoÁo Grande,"-48.8437851","-26.4446254",,Guaramirim
Ponta das Palmas,"-48.7615668","-26.2028469",,Jlle
Ponta dos N·ufragos,"-48.6812279","-26.6397023",,Barra Velha
Pontal do Norte,"-48.5868644","-26.1632992",,Itapo·
Porto do Rei II,"-48.6143497","-26.3974796",,SFS
Porto Grande,"-48.7504535","-26.4137283",,SFS
Praia do Ervino II,"-48.5972363","-26.4157475",,SFS
Praia do Ervino III,"-48.5947678","-26.3999492",,SFS
Praia Ervino I,"-48.5969596","-26.4141094",,SFS
Praia Grande I,"-48.597776","-26.4075984",,SFS
Praia Grande II,"-48.572408","-26.3660817",,SFS
Praia Grande III,"-48.5717364","-26.3656191",,SFS
Praia Grande IV,"-48.561222","-26.332465",,SFS
Praia Grande IX,"-48.5577171","-26.3209984",,SFS
Praia Grande V,"-48.5643661","-26.346362",,SFS
Praia Grande VI,"-48.5625028","-26.3301314",,SFS
Praia Grande VII,"-48.5597034","-26.3136683",,SFS
Praia Grande VIII,"-48.5615582","-26.3178601",,SFS
Praia Grande X,"-48.5873727","-26.3893292",,SFS
Praia Grande XI (S2),"-48.5782777","-26.3738068",,SFS
Rainha I,"-48.7346685","-26.5073751",,Araquari
Rainha II,"-48.7222236","-26.5417422",,Araquari
Ribeir„o do Cubatao,"-48.8062296","-26.2017303",,Jlle
Ribeir„o do Saco,"-48.7355657","-26.2260318",,SFS
Ribeir„o Grande,"-48.6136331","-26.3255503",,SFS
Ribeir„o Retiro Alegre,"-48.7266362","-26.2349611",,SFS
Rio Acarai I,"-48.5933565","-26.3312126",,SFS
Rio Acarai II,"-48.5891745","-26.3522597",,SFS
Rio Acarai III,"-48.5888838","-26.3517855",,SFS
Rio Bucuriuma,"-48.8021469","-26.1452492",,Jlle
Rio Comprido,"-48.8071736","-26.276178",,Jlle
Rio das Ostras,"-48.8002712","-26.1599503",,Jlle
Rio Fagundes,"-48.8110787","-26.1687255",,Jlle
Rio Ferreira,"-48.8106259","-26.1479867",,Jlle
Rio Inferninho,"-48.622089","-26.144464",,Barra Velha
Rio Itapocu,"-48.7197073","-26.6014192",,Barra Velha
Rio Parati IV,"-48.7377272","-26.3729868",,SFS
Rio Parati V,"-48.7146707","-26.3501752",,SFS
Rio Pereque,"-48.6462099","-26.4634094",,Barra do Sul
Rio Pinheiros I,"-48.6328796","-26.4190225",,Barra do Sul
Rio Pinheiros II,"-48.6353824","-26.423098",,Barra do Sul
Rio Pirabeiraba,"-48.823192","-26.1444497",,Jlle
Rio Riacho,"-48.7577521","-26.3176074",,Jlle
Rio Sai-Mirim I,"-48.6519828","-26.0966706",,Itapo·
Rio Sambaqui,"-48.7926361","-26.1638858",,Jlle
Rio Velho da Barra do Sul,"-48.6403333","-26.3901314",,Barra do Sul
Rio Velho I,"-48.7835797","-26.3092094",,Jlle
Rio Velho II,"-48.7872285","-26.3142838",,Jlle
Rio Velho II da Barra do Sul,"-48.6320913","-26.3908796",,Barra do Sul
Rua Guaira,"-48.8085323","-26.2518119",,Jlle
Sai-GuaÁu,"-48.6412368","-25.9804327",,Itapo·
Tapera,"-48.6178355","-26.2601098",,SFS
Tetequera,"-48.6294179","-26.4040203",,Barra do Sul
Tiburtius,"-48.7980842","-26.16776",,Jlle
Vila da GlÛria I,"-48.655347","-26.1959194",,SFS
Vila da GlÛria II,"-48.6594212","-26.2147848",,SFS
Vila da GlÛria III,"-48.6600614","-26.2147952",,SFS
Vila da GlÛria IV,"-48.657793","-26.1981614",,SFS
Vila da GlÛria V,"-48.6590414","-26.2012682",,SFS
